Id,SalePrice
1461,120774.836092035
1462,153954.364384444
1463,193830.587629397
1464,199674.460120341
1465,181951.301127862
1466,178431.410776026
1467,171623.057956573
1468,173153.948585126
1469,180382.507154522
1470,118550.080734757
1471,209781.423947154
1472,86002.8792317074
1473,105641.813372712
1474,144101.212459776
1475,120185.772229924
1476,352713.30705651
1477,242428.260469825
1478,284661.965715608
1479,290896.12762862
1480,417057.989540068
1481,331347.225723632
1482,207984.699703303
1483,189920.894810375
1484,173726.981503196
1485,176893.607296216
1486,206147.306185103
1487,333398.820372706
1488,235832.7159028
1489,189625.662002296
1490,228193.925194908
1491,201152.324393241
1492,93665.7351391464
1493,184322.645283972
1494,264127.320984663
1495,284738.570154855
1496,241018.00298977
1497,172409.030734989
1498,160904.905112112
1499,162108.864621053
1500,158655.784200722
1501,161898.744522875
1502,155702.356825213
1503,291633.843748584
1504,227607.273585016
1505,211023.072159969
1506,172265.916820138
1507,252815.925923291
1508,198819.783894897
1509,163092.84574965
1510,148567.557517377
1511,148218.99026726
1512,164354.440802411
1513,126245.574781986
1514,175249.73296981
1515,222228.910615573
1516,164123.526299806
1517,173242.864898098
1518,134786.50721338
1519,229618.294028155
1520,133874.699666176
1521,139438.386588792
1522,159561.69217217
1523,110645.042867805
1524,124976.62666767
1525,127373.083775367
1526,113973.180180959
1527,94379.1743278302
1528,134149.589453671
1529,145324.72644918
1530,183900.205036457
1531,139765.606048855
1532,112314.583276302
1533,157315.518306628
1534,127282.4609035
1535,172707.232920839
1536,108800.502603831
1537,93839.0701700191
1538,150510.800329739
1539,162330.722801641
1540,122411.265004896
1541,136756.474326124
1542,149960.776155778
1543,191575.409872267
1544,95601.9435098819
1545,120094.29720442
1546,150640.67336497
1547,148625.637458081
1548,134635.938932097
1549,111892.519051819
1550,141000.638875426
1551,129543.282329373
1552,139744.632171585
1553,131071.786307995
1554,112905.277414014
1555,161685.895419681
1556,92900.1268738636
1557,136185.642465579
1558,103913.60209508
1559,117126.098746741
1560,134962.527501787
1561,146935.691080467
1562,123288.757015381
1563,117504.522593731
1564,158542.091933736
1565,167299.662086979
1566,257410.702353125
1567,76009.8228741387
1568,209956.035606643
1569,132713.365247388
1570,122416.310801426
1571,124206.911782834
1572,142527.431718197
1573,275624.778817813
1574,111891.135256523
1575,228814.212818494
1576,224015.667692656
1577,189994.832884612
1578,139529.771617543
1579,151442.943513516
1580,200774.54858311
1581,143702.352728495
1582,133547.241359273
1583,350368.102889806
1584,220704.198613404
1585,144234.709757794
1586,83481.725084892
1587,97917.6663123961
1588,147047.311364015
1589,97098.7105058718
1590,140128.192510771
1591,101727.632911254
1592,116397.55586965
1593,124908.262105428
1594,162163.933762686
1595,101399.271817238
1596,218175.448987509
1597,179864.717506763
1598,182475.509787776
1599,171446.046536337
1600,163984.436979139
1601,74926.3690120022
1602,95914.0640279436
1603,113543.658446071
1604,282670.688737714
1605,252232.145079633
1606,175279.32317448
1607,177419.783084153
1608,213758.802211323
1609,190026.164278831
1610,165604.340456706
1611,133516.323052897
1612,182599.719403529
1613,174637.06145819
1614,127262.98277211
1615,93144.9674218902
1616,72046.8816861655
1617,94885.7383770697
1618,123197.797696509
1619,135529.688558625
1620,152924.883089097
1621,158214.610257135
1622,153627.924599249
1623,259338.819439626
1624,213047.749511817
1625,122345.677752748
1626,155865.105358386
1627,197445.273185113
1628,296457.43172269
1629,175294.69606715
1630,365012.769567414
1631,210939.621583686
1632,241206.764961382
1633,166648.967628089
1634,192561.17028218
1635,179909.841343116
1636,154124.73618856
1637,196794.229272203
1638,197835.870314743
1639,179932.646025367
1640,270549.559933735
1641,169523.500522168
1642,229407.208053641
1643,222358.738032505
1644,227446.119339063
1645,185864.573638425
1646,151798.320291253
1647,150314.638366991
1648,127693.85343325
1649,137991.026431709
1650,130225.39018425
1651,125267.943534208
1652,89558.9987174354
1653,92639.4691021707
1654,137660.50740039
1655,149173.031713465
1656,137997.72433858
1657,140493.511530849
1658,135941.335528326
1659,127137.687427241
1660,150985.641799502
1661,379233.01452386
1662,415037.238675451
1663,386601.753423836
1664,451437.961545033
1665,299076.110022144
1666,330782.539717754
1667,359786.911838653
1668,320922.253135312
1669,299167.927043008
1670,345615.274285405
1671,267636.789388589
1672,428509.086719459
1673,296348.198953957
1674,250210.674845794
1675,200392.344750833
1676,190928.27442031
1677,229453.88602006
1678,456009.349645127
1679,390733.171051887
1680,336266.222753135
1681,237795.702632097
1682,302739.909819663
1683,184719.933703019
1684,184564.632629006
1685,178335.682380001
1686,173304.643786997
1687,170815.8753378
1688,196659.219892301
1689,194543.208467757
1690,195492.650545399
1691,180770.025923408
1692,255863.1908521
1693,175578.113388448
1694,188443.452427847
1695,166588.645260761
1696,294067.037232055
1697,171652.095209512
1698,354030.780210948
1699,277115.195334676
1700,240416.047697561
1701,266261.589482409
1702,255290.64366354
1703,261902.568965477
1704,303274.34014262
1705,220001.361706725
1706,461120.429456671
1707,201313.547248653
1708,198512.813241258
1709,264955.508594428
1710,211792.59462185
1711,254978.380125474
1712,270478.4278776
1713,278021.776080742
1714,221938.30252503
1715,206941.453145789
1716,188657.758411489
1717,175579.02214065
1718,140693.495539621
1719,206308.3734841
1720,234279.99841936
1721,172340.816812092
1722,134879.129094251
1723,168172.474388891
1724,206572.526481374
1725,234203.420695441
1726,188273.232971239
1727,159890.18789376
1728,182457.881751863
1729,166834.737389452
1730,181755.096466375
1731,128763.811530826
1732,128537.701778689
1733,117414.307839542
1734,126588.241810079
1735,126084.857393831
1736,118644.91904068
1737,320550.994607901
1738,224628.142469552
1739,257675.216718492
1740,204914.891668109
1741,186481.863960855
1742,162793.062169122
1743,171843.75017335
1744,280296.298052169
1745,183692.517774085
1746,174732.231371788
1747,209050.334167066
1748,230179.825416277
1749,151371.097751595
1750,146396.381172443
1751,259712.099476902
1752,121546.144359782
1753,140347.870451364
1754,193615.970154176
1755,170675.524942097
1756,136657.817783898
1757,119102.669650272
1758,149186.374255676
1759,165520.812162853
1760,160548.479761343
1761,149560.117679916
1762,191001.721527694
1763,162654.837196863
1764,106333.898501862
1765,174894.297776013
1766,167293.527017699
1767,250809.853815529
1768,141839.679487686
1769,175398.402663806
1770,136692.7646718
1771,130708.944367313
1772,133497.35178994
1773,145750.447642202
1774,123200.139402427
1775,135735.678563616
1776,108384.746882763
1777,112579.719169733
1778,148357.230956657
1779,95656.2822286729
1780,184717.373174663
1781,135341.711898429
1782,80911.5584130438
1783,147623.30696031
1784,94468.4080525575
1785,118707.960704351
1786,139431.480191897
1787,153814.33242425
1788,44291.5941346901
1789,102187.425647767
1790,72763.6060920045
1791,174478.329099134
1792,157956.891861186
1793,135225.528386824
1794,150644.998936113
1795,139296.965661773
1796,115347.312337233
1797,138041.078824384
1798,124794.539580711
1799,119198.227592489
1800,106571.337255381
1801,137569.664591614
1802,147728.845407762
1803,144989.031179314
1804,146136.169364336
1805,137509.430617244
1806,130429.710329171
1807,136045.689303306
1808,128354.458235603
1809,109583.828317246
1810,139707.64120679
1811,100305.05353544
1812,93527.1912024793
1813,128209.902932589
1814,97927.5098796119
1815,46614.9760741915
1816,94667.8239259199
1817,87706.8033717002
1818,142754.978166332
1819,120787.092763934
1820,66798.8665083425
1821,121957.595073708
1822,164923.642101974
1823,49467.0427182737
1824,133825.897154523
1825,116401.126302201
1826,85983.2319090637
1827,108631.123083099
1828,136242.260339193
1829,143500.206721008
1830,135333.80284347
1831,154919.96674738
1832,117002.092744834
1833,128143.147003269
1834,117923.70123178
1835,144760.184057163
1836,135818.798572781
1837,99566.4881514607
1838,106858.081776472
1839,101708.076605356
1840,166564.088889775
1841,154270.30554999
1842,97195.6767237952
1843,137580.275624072
1844,134159.451758114
1845,136342.494418467
1846,153231.265795558
1847,133357.792606704
1848,60098.1218832555
1849,102042.424453504
1850,115988.0257596
1851,161612.864504803
1852,131267.536484444
1853,133782.591347318
1854,175151.4081391
1855,149436.018162643
1856,215007.741194689
1857,180674.808541403
1858,150162.221797339
1859,113909.060393071
1860,153111.113968093
1861,113935.197798496
1862,251779.995387726
1863,246560.984721963
1864,246611.225876405
1865,338568.927906628
1866,321944.795842926
1867,234644.372321342
1868,314737.40841925
1869,209340.48148458
1870,231058.916445824
1871,237272.627547328
1872,174082.466840535
1873,233788.45399534
1874,149303.973252342
1875,211560.514188592
1876,205724.287106689
1877,221110.320984288
1878,201120.177077098
1879,125336.678399043
1880,139249.29358709
1881,248058.195538192
1882,253743.772537903
1883,197856.715394755
1884,207141.297206359
1885,267259.027323716
1886,302483.579207701
1887,197538.555185641
1888,291776.464429829
1889,172888.380992945
1890,127280.556353172
1891,152296.642656381
1892,104648.571691571
1893,137881.691300858
1894,145269.598400229
1895,139943.742560611
1896,148493.426332006
1897,139402.655550483
1898,115295.401786494
1899,154786.016113235
1900,132666.205509917
1901,168705.335549336
1902,129270.003740945
1903,207693.969331177
