Id,SalePrice
1461,127597.536230181
1462,178087.37592286
1463,166627.422192347
1464,197199.151022266
1465,216191.83549729
1466,181645.179003119
1467,177817.144897809
1468,163359.489538066
1469,186436.216312159
1470,113838.503418611
1471,206904.305919515
1472,135732.119843394
1473,107966.602536942
1474,147955.369626186
1475,138337.616735248
1476,343920.704502689
1477,243130.381481072
1478,307100.629752888
1479,257212.676309814
1480,358182.150312284
1481,309640.646688022
1482,220571.550793226
1483,189861.772283021
1484,194293.26343782
1485,203346.445888739
1486,223804.659130396
1487,282841.934204713
1488,241871.739459346
1489,210587.961450554
1490,201353.921594618
1491,227355.560395521
1492,126092.730671092
1493,165952.954016278
1494,289229.658032063
1495,292973.48906447
1496,207016.02967229
1497,211159.459065605
1498,196461.78629945
1499,195429.757122918
1500,172518.614268854
1501,190523.381253093
1502,196943.156138862
1503,248556.819027098
1504,275178.826490947
1505,233922.193941645
1506,170225.989129454
1507,225534.438775792
1508,159556.570285307
1509,175016.166676131
1510,137146.107875779
1511,131354.868489359
1512,155531.974006685
1513,168796.915287466
1514,154216.225433878
1515,181253.838216428
1516,154556.249029223
1517,158545.998894851
1518,142702.745751625
1519,229855.677133274
1520,126133.307239865
1521,134468.544946962
1522,170869.868999865
1523,104373.506952583
1524,118250.686772603
1525,129648.645605265
1526,121851.023734894
1527,100591.648572407
1528,153647.767277622
1529,139314.524921336
1530,187181.267056143
1531,126776.310401513
1532,112401.074315007
1533,132597.805877974
1534,137739.730373681
1535,144023.524201696
1536,111878.868213018
1537,68792.0533912813
1538,204387.805020029
1539,252689.496797848
1540,170599.813703083
1541,152067.321192561
1542,138766.068830194
1543,161987.218725866
1544,97332.6515955313
1545,120293.232146981
1546,138380.348381349
1547,120577.231354772
1548,146659.45179194
1549,122810.019320174
1550,123841.593896035
1551,129234.983217502
1552,139181.083941653
1553,198215.726574615
1554,141955.580272817
1555,159810.071972981
1556,111973.290037579
1557,144862.601205753
1558,130601.280445163
1559,120415.949595843
1560,149377.047276588
1561,156214.073872626
1562,124235.111121187
1563,134842.205304335
1564,133274.171816803
1565,172740.161057737
1566,229200.764813274
1567,105834.067822294
1568,214677.786453312
1569,118449.490966502
1570,150699.875915065
1571,120468.580680725
1572,140804.668154959
1573,201483.135610563
1574,146210.242235542
1575,237281.379114625
1576,246956.89372267
1577,196710.579607678
1578,144726.966311113
1579,132239.538647798
1580,198195.422069837
1581,164244.746800303
1582,114700.913915018
1583,281323.431218459
1584,266107.731958966
1585,166313.902933748
1586,76962.2577077357
1587,130157.481587891
1588,137131.147339759
1589,116164.945284908
1590,140481.0677449
1591,107452.21951364
1592,128823.709304562
1593,129156.199879152
1594,151468.492451239
1595,145299.909713605
1596,233163.772171754
1597,170869.965450814
1598,187274.242101698
1599,199152.567186946
1600,202353.204720549
1601,58217.773895677
1602,126512.899518859
1603,109860.610095193
1604,247355.779869324
1605,266579.091359723
1606,166713.460432607
1607,170196.148185601
1608,212792.770771909
1609,194403.621752795
1610,146904.683588063
1611,133362.227371727
1612,150510.393657541
1613,157518.954042215
1614,123480.616707333
1615,111125.681446462
1616,99017.2200484696
1617,91453.9714807309
1618,118808.566371334
1619,137476.435118769
1620,175998.066012862
1621,138020.642417389
1622,137348.827274363
1623,267182.054011299
1624,229207.49196324
1625,134288.48608292
1626,162284.355051783
1627,197921.651618651
1628,283154.673646834
1629,180832.375915043
1630,292768.128928293
1631,215365.347978472
1632,245782.651187329
1633,191959.364222372
1634,191283.742372895
1635,168758.007123032
1636,150629.552457618
1637,182713.93307549
1638,220452.567155624
1639,180837.673022265
1640,239806.220646023
1641,164769.567311662
1642,231650.48328184
1643,256108.195523726
1644,266838.455401297
1645,141353.724628676
1646,153441.858968056
1647,171072.919750029
1648,129556.611745663
1649,131253.393640957
1650,108853.55373039
1651,107194.202344382
1652,119610.127564812
1653,120679.747986878
1654,146494.248912913
1655,150616.904761872
1656,141528.900439467
1657,146606.747599118
1658,163705.246197073
1659,143648.522222272
1660,167680.846232775
1661,368059.915043645
1662,351556.408305204
1663,316580.718502575
1664,395877.949397552
1665,315447.135935921
1666,281373.426783796
1667,304819.532044409
1668,305119.823165322
1669,296539.615732909
1670,310626.109665835
1671,251272.658812812
1672,345027.999975389
1673,294678.647555136
1674,246315.953311618
1675,189899.502674093
1676,186597.080236749
1677,221996.792413165
1678,386443.86378183
1679,303245.770334689
1680,293565.635327204
1681,267915.816863933
1682,287236.683830315
1683,201796.087468466
1684,206506.544516867
1685,185982.226831766
1686,188286.78917967
1687,199369.423459839
1688,218028.849871157
1689,233366.905348913
1690,216004.438285635
1691,213560.592476024
1692,265617.513343185
1693,196801.967209308
1694,171533.755916067
1695,174092.109199035
1696,263454.702444418
1697,174677.792205069
1698,326733.097431037
1699,280125.858245469
1700,267842.594377141
1701,283044.586296792
1702,260841.579884131
1703,253002.747002496
1704,265107.010695718
1705,257173.096466679
1706,354093.015048931
1707,218835.496865186
1708,222059.247445173
1709,296742.24882619
1710,237326.988623126
1711,269174.504124943
1712,251700.723464516
1713,240801.240680839
1714,230376.645217722
1715,219876.711392407
1716,210092.095560965
1717,193988.183443759
1718,154491.158705807
1719,245623.785060911
1720,257536.765841503
1721,208228.670193977
1722,132595.628719298
1723,134322.251696815
1724,206811.949602702
1725,234393.885851182
1726,209091.827769175
1727,165061.868088236
1728,219713.526804634
1729,161618.313566239
1730,170765.445576666
1731,121715.281264252
1732,137973.042310673
1733,126027.164471761
1734,130632.080991655
1735,144524.07369669
1736,116492.544807191
1737,281429.02752011
1738,262940.283462468
1739,276374.153258722
1740,207473.639208925
1741,190983.691562503
1742,178290.6435605
1743,197704.084449766
1744,289155.913238106
1745,235074.566835559
1746,284476.86614798
1747,226550.203115879
1748,213101.523059741
1749,150824.207053631
1750,147054.19976971
1751,241035.731160587
1752,113468.720188354
1753,153224.171529959
1754,211273.056904389
1755,156126.271543848
1756,98267.6614047509
1757,123084.346319502
1758,113649.532738133
1759,151122.774958093
1760,147968.874407177
1761,150061.887728527
1762,166573.897294452
1763,176908.386021265
1764,121354.238666229
1765,191138.623208653
1766,172486.226517393
1767,168643.412591254
1768,156552.923874553
1769,159042.108073207
1770,159941.696767221
1771,127421.11983414
1772,148107.749634296
1773,115293.861568683
1774,162505.363368882
1775,131541.924863431
1776,123777.088096204
1777,117380.010184511
1778,132023.281473637
1779,139965.511954303
1780,191936.299765783
1781,132085.605165352
1782,80736.0141775645
1783,149438.366276873
1784,116317.717517961
1785,127783.900832556
1786,136850.358467736
1787,202044.592348806
1788,87651.3578041855
1789,109238.338861081
1790,78677.4735393068
1791,191948.764257261
1792,153961.129131053
1793,157286.623812789
1794,146841.218226373
1795,145818.476386682
1796,147940.814362743
1797,128226.583937965
1798,121281.2128058
1799,112570.278671917
1800,134312.577648361
1801,113407.435967775
1802,152484.92053672
1803,178921.098803643
1804,124888.330773916
1805,143124.115899068
1806,142791.903883853
1807,164546.785978361
1808,126478.93545499
1809,163106.748408043
1810,132333.528119425
1811,139338.474230027
1812,122160.737775868
1813,117071.725221205
1814,93222.1649135305
1815,58058.9071822534
1816,117609.575009719
1817,123054.079112219
1818,173324.359073049
1819,149970.186620878
1820,107688.219314099
1821,164471.690339498
1822,148696.785016052
1823,82737.2795155465
1824,170864.694761922
1825,152637.524241143
1826,108063.24111271
1827,112381.249495963
1828,136293.814969419
1829,113647.170063037
1830,142030.214679941
1831,183970.711172659
1832,154228.67923856
1833,152882.854993529
1834,151768.174062036
1835,189321.244212901
1836,146822.453820408
1837,106966.699356297
1838,152207.67913229
1839,96358.4361428165
1840,133213.279739476
1841,126131.7983704
1842,109965.857245213
1843,128250.590266897
1844,146539.162916069
1845,163469.912983666
1846,158816.24325747
1847,172065.938816886
1848,62919.2936968685
1849,116249.563799282
1850,120914.560659617
1851,176292.893537904
1852,137291.548531024
1853,136195.654330381
1854,182621.646059112
1855,163046.886224757
1856,268819.407280773
1857,193812.460973143
1858,163400.144638801
1859,136768.290456186
1860,135372.31742837
1861,136088.489655297
1862,248249.169235039
1863,248249.169235039
1864,248249.169235039
1865,302931.776506898
1866,297265.155894715
1867,245554.283939664
1868,280096.671221069
1869,208567.075908853
1870,252987.990344188
1871,246315.21718885
1872,191563.210383767
1873,230224.769664701
1874,131355.842981933
1875,186481.113320242
1876,197147.726336351
1877,214243.197833575
1878,215530.613475126
1879,120663.950127932
1880,120562.871875978
1881,245047.227415233
1882,281510.924051716
1883,221769.053188493
1884,245099.124605396
1885,256179.404958002
1886,270443.007737526
1887,207591.903158579
1888,261499.032136974
1889,195549.431784551
1890,119074.03630188
1891,133152.918232573
1892,98212.2079599648
1893,130778.325727609
1894,140391.021939665
1895,148921.412069867
1896,130262.868124232
1897,118722.647678339
1898,146684.469051961
1899,166637.197128175
1900,163274.648111722
1901,137464.470529985
1902,166148.923763725
1903,217334.333201614
1904,133894.491511482
1905,169851.401767669
1906,126476.227034251
1907,197967.777417837
1908,138542.799114671
1909,141967.219869012
1910,137775.603253649
1911,200258.862146427
1912,244194.138823112
1913,175564.072160413
1914,82773.0179558116
1915,249528.101134902
1916,99018.0482253937
1917,282057.300039638
1918,169352.392291583
1919,168776.955598833
1920,143428.925032015
1921,327137.700381414
1922,299850.385655436
1923,215746.917088115
1924,220492.833400401
1925,245541.997754181
1926,325753.155661899
1927,130569.303425451
1928,148111.066160096
1929,121094.528188406
1930,161179.28397293
1931,128671.234165126
1932,140937.739878663
1933,189727.159307775
1934,177116.645974823
1935,174308.552105279
1936,183415.043745857
1937,179497.002001028
1938,147480.369917142
1939,228010.343272832
1940,212353.96940083
1941,171168.598520978
1942,172905.389812031
1943,211300.866224971
1944,309891.744374642
1945,305982.438930263
1946,150685.842689778
1947,298063.723064604
1948,150280.775494168
1949,221635.7491315
1950,193527.865552199
1951,221533.702661243
1952,251857.225135014
1953,151651.483822967
1954,211011.751281599
1955,138176.014436713
1956,275681.175370319
1957,156351.314966511
1958,300594.010407853
1959,146921.10865176
1960,100753.958518751
1961,114044.203250722
1962,124876.312825126
1963,146317.719968785
1964,115431.429329609
1965,138607.786853198
1966,142005.862703797
1967,270543.430243196
1968,324111.051588063
1969,327054.446614188
1970,368294.770160982
1971,386763.720935157
1972,341759.625611529
1973,268695.802774043
1974,303047.51626688
1975,386357.233682512
1976,267527.470041582
1977,317334.872932844
1978,334582.814932102
1979,283616.348557972
1980,220645.199492177
1981,309659.838867446
1982,224899.431326102
1983,213852.57554834
1984,203896.359869356
1985,218051.216797062
1986,221723.835004317
1987,194343.538219859
1988,198726.309810196
1989,225851.064499039
1990,235366.521233082
1991,212517.142669798
1992,233504.755129822
1993,210737.443539836
1994,244251.091746979
1995,203285.908513581
1996,239323.728508118
1997,323029.57212455
1998,291842.338869297
1999,257115.248885449
2000,297231.479278104
2001,281572.696411266
2002,204741.961485728
2003,263604.819570118
2004,274404.847710968
2005,238856.297418574
2006,242251.279096778
2007,262013.56207197
2008,214584.504942483
2009,209413.309424713
2010,227364.667114489
2011,153755.803704121
2012,196725.290293638
2013,200922.99509129
2014,206977.538308315
2015,223030.302548043
2016,203550.760759781
2017,230367.463471838
2018,134011.336036073
2019,133220.073927136
2020,115562.379529616
2021,111565.021187028
2022,174165.628311364
2023,130285.359836482
2024,266335.118056722
2025,377495.022131025
2026,189759.96809093
2027,173655.448248563
2028,198408.346418322
2029,147362.761355618
2030,295770.331784669
2031,280036.147351234
2032,278212.490662479
2033,279874.966062655
2034,191002.130554753
2035,205123.214975585
2036,235536.334833339
2037,234452.70005554
2038,336516.572357552
2039,217968.404024384
2040,351717.60926868
2041,281935.469828861
2042,237069.002837268
2043,147944.589400583
2044,168118.615172049
2045,184827.332952881
2046,153231.309721208
2047,158927.925199551
2048,157094.26839049
2049,144714.214416361
2050,189476.045505269
2051,123345.328355699
2052,129257.313682931
2053,148355.972674323
2054,94416.151762549
2055,158205.24125166
2056,143908.7217891
2057,135835.827433679
2058,229485.031121712
2059,132809.282003711
2060,147309.19794045
2061,195630.322208423
2062,126146.983713108
2063,122056.757491787
2064,139038.642580373
2065,122541.657673602
2066,175232.060191256
2067,151747.530128214
2068,148777.905954277
2069,96609.4534141869
2070,111680.005027397
2071,110973.940997253
2072,131425.660875918
2073,139812.827362921
2074,189643.908705384
2075,146463.834545023
2076,114358.09761809
2077,143399.821754474
2078,125821.981869358
2079,150989.939941637
2080,133089.619015731
2081,133567.28880781
2082,160585.241631284
2083,127725.190442531
2084,108682.416565735
2085,133258.208781432
2086,147444.153648993
2087,128851.465529905
2088,139570.533553412
2089,102773.100475922
2090,147782.827872359
2091,128500.707392859
2092,126144.449863851
2093,153636.651106038
2094,170251.805453739
2095,144363.431232181
2096,109429.771206074
2097,109335.428721911
2098,140944.381491026
2099,57285.9976472407
2100,121910.897800761
2101,151368.270984941
2102,158706.469716765
2103,118440.469749494
2104,158485.955179288
2105,180832.322593478
2106,78418.0141788542
2107,206343.259169125
2108,116389.554983576
2109,100464.009866978
2110,150096.951155003
2111,181755.124162636
2112,135617.840193498
2113,124373.685655727
2114,152215.384357987
2115,156525.972781608
2116,117328.48488429
2117,163405.790137102
2118,143657.862872957
2119,135324.990633498
2120,109003.056767797
2121,108701.727437229
2122,127079.569617829
2123,117875.999474655
2124,177308.594256028
2125,135065.929813347
2126,166785.488215011
2127,174492.72878577
2128,187457.816484437
2129,138294.340933014
2130,156335.05857613
2131,162960.857646152
2132,119829.567480267
2133,141031.403484348
2134,129692.824225249
2135,112050.772721513
2136,124350.363697516
2137,145118.857361412
2138,132554.163880611
2139,154342.494986897
2140,139398.198487636
2141,170133.180877808
2142,126652.246817296
2143,139684.918674452
2144,116558.647442496
2145,143623.32282183
2146,159554.473866127
2147,154238.025822167
2148,121359.694851753
2149,134296.139135164
2150,187589.73779157
2151,148217.103796111
2152,154805.2328861
2153,146487.355837228
2154,109466.968033166
2155,178487.297366298
2156,252512.671449989
2157,248866.829001471
2158,254492.390438171
2159,241751.170898493
2160,206389.029763138
2161,246008.771149967
2162,329991.536511688
2163,309238.983283789
2164,237369.080822897
2165,185579.424884323
2166,136572.988625333
2167,194451.992854264
2168,187536.221980389
2169,224453.020062459
2170,239235.933773011
2171,139080.678040859
2172,121125.618703479
2173,134782.568820662
2174,241940.905197051
2175,313220.821333101
2176,263722.949750658
2177,240205.122002335
2178,260167.631344079
2179,166290.904980355
2180,191987.387719007
2181,206286.53221445
2182,215686.021336014
2183,205350.923281929
2184,138619.820596267
2185,147022.750427211
2186,136278.316491047
2187,155745.206129866
2188,157670.413393207
2189,278174.558817169
2190,109137.585000719
